"ONP #8 HISTORICAL PRICES",,,,,,,,,,,,,
,,,,,,,,,,,,,
,"DATE",,"Avg. Price","Chicago","New England","Buffalo","New York","Southeast","Southwest","Los Angeles","San Francisco","Pacific NW",
,,,,,,,,,,,,,
,Nov-14,,,,,,,,,,,,
,Oct-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,Sep-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,Aug-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,Jul-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,Jun-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,May-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,Apr-14,,$66.11,$55.00,$65.00,$55.00,$65.00,$60.00,$65.00,$80.00,$75.00,$75.00,
,Mar-14,,$65.56,$55.00,$65.00,$55.00,$65.00,$60.00,$60.00,$80.00,$75.00,$75.00,
,Feb-14,,$65.56,$55.00,$65.00,$55.00,$65.00,$60.00,$60.00,$80.00,$75.00,$75.00,
,Jan-14,,$65.56,$55.00,$65.00,$55.00,$65.00,$60.00,$60.00,$80.00,$75.00,$75.00,
