DATE,Avg. Price,Chicago,New England,Buffalo,New York,Southeast,Southwest,Los Angeles,San Francisco,Pacific NW
Mar-88,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Feb-88,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Jan-88,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Dec-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Nov-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Oct-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Sep-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Aug-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Jul-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Jun-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
May-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Apr-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Mar-87,18.57,15.00,,15.00,10.00,15.00,15.00,30.00,30.00
Feb-87,17.14,15.00,,15.00,10.00,10.00,10.00,30.00,30.00
Jan-87,17.14,15.00, ,15.00,10.00,10.00,10.00,30.00,30.00
