"OCC HISTORICAL PRICES",,,,,,,,,,,,,
,,,,,,,,,,,,,
,"DATE",,"Avg. Price","Chicago","New England","Buffalo","New York","Southeast","Southwest","Los Angeles","San Francisco","Pacific NW",
,Mar-95,"199503",$199.38,$185.00,,$200.00,$200.00,$200.00,$205.00,$200.00,$200.00,$205.00,
,Feb-95,"199502",$159.38,$145.00,,$160.00,$160.00,$150.00,$155.00,$165.00,$165.00,$175.00,
,Jan-95,"199501",$137.50,$115.00,,$115.00,$120.00,$120.00,$125.00,$165.00,$165.00,$175.00,
,Dec-94,"199412",$119.29,$110.00,,$110.00,$120.00,$115.00,$100.00,$140.00,$140.00,,
,Nov-94,"199411",$107.14,$100.00,,$100.00,$110.00,$105.00,$95.00,$120.00,$120.00,,
,Oct-94,"199410",$79.29,$70.00,,$70.00,$70.00,$85.00,$70.00,$95.00,$95.00,,
,Sep-94,"199409",$92.14,$85.00,,$85.00,$85.00,$100.00,$90.00,$105.00,$95.00,,
,Aug-94,"199408",$131.43,$115.00,,$125.00,$125.00,$135.00,$130.00,$145.00,$145.00,,
,Jul-94,"199407",$141.43,$125.00,,$135.00,$135.00,$135.00,$140.00,$160.00,$160.00,,
,Jun-94,"199406",$100.71,$85.00,,$100.00,$100.00,$100.00,$100.00,$110.00,$110.00,,
,May-94,"199405",$70.00,$60.00,,$60.00,$60.00,$70.00,$70.00,$85.00,$85.00,,
,Apr-94,"199404",$54.29,$45.00,,$50.00,$50.00,$50.00,$55.00,$65.00,$65.00,,
,Mar-94,"199403",$45.00,$40.00,,$40.00,$40.00,$40.00,$45.00,$55.00,$55.00,,
,Feb-94,"199402",$33.57,$30.00,,$30.00,$25.00,$30.00,$35.00,$40.00,$45.00,,
,Jan-94,"199401",$26.43,$20.00,,$20.00,$15.00,$25.00,$35.00,$35.00,$35.00,,
,Dec-93,"199312",$22.86,$20.00,,$20.00,$15.00,$20.00,$25.00,$30.00,$30.00,,
,Nov-93,"199311",$23.57,$20.00,,$20.00,$15.00,$25.00,$25.00,$30.00,$30.00,,
,Oct-93,"199310",$24.29,$25.00,,$20.00,$15.00,$25.00,$25.00,$30.00,$30.00,,
,Sep-93,"199309",$24.29,$25.00,,$20.00,$15.00,$25.00,$25.00,$30.00,$30.00,,
,Aug-93,"199308",$24.57,$25.00,,$20.00,$12.00,$25.00,$25.00,$30.00,$35.00,,
,Jul-93,"199307",$26.71,$25.00,,$20.00,$12.00,$25.00,$40.00,$30.00,$35.00,,
,Jun-93,"199306",$25.29,$25.00,,$20.00,$12.00,$25.00,$25.00,$35.00,$35.00,,
,May-93,"199305",$27.86,$30.00,,$20.00,$20.00,$25.00,$25.00,$35.00,$40.00,,
,Apr-93,"199304",$29.29,$30.00,,$25.00,$20.00,$25.00,$25.00,$40.00,$40.00,,
,Mar-93,"199303",$27.86,$30.00,,$20.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Feb-93,"199302",$27.86,$25.00,,$25.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Jan-93,"199301",$27.86,$25.00,,$25.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Dec-92,"199212",$27.86,$25.00,,$25.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Nov-92,"199211",$27.86,$25.00,,$25.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Oct-92,"199210",$27.14,$25.00,,$25.00,$15.00,$25.00,$25.00,$35.00,$40.00,,
,Sep-92,"199209",$25.71,$25.00,,$20.00,$10.00,$25.00,$25.00,$35.00,$40.00,,
,Aug-92,"199208",$25.71,$25.00,,$20.00,$10.00,$25.00,$25.00,$35.00,$40.00,,
,Jul-92,"199207",$25.71,$25.00,,$20.00,$10.00,$25.00,$25.00,$35.00,$40.00,,
,Jun-92,"199206",$26.43,$25.00,,$20.00,$10.00,$25.00,$25.00,$40.00,$40.00,,
,May-92,"199205",$27.14,$25.00,,$20.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Apr-92,"199204",$27.14,$25.00,,$20.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Mar-92,"199203",$27.14,$25.00,,$20.00,$15.00,$25.00,$25.00,$40.00,$40.00,,
,Feb-92,"199202",$27.86,$25.00,,$20.00,$15.00,$25.00,$25.00,$40.00,$45.00,,
,Jan-92,"199201",$27.86,$25.00,,$20.00,$15.00,$25.00,$25.00,$40.00,$45.00,,
,"AVG",,,$69.59,$79.14,$72.39,$73.32,$75.90,$75.43,$86.90,$85.92,$88.84,
